@relation 'Copy of credit-g-attr10cleanednumeric'

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Job numeric
@attribute Class numeric

@data
649,200,1,947,1,1,1,38,2,0
650,-100,1,684,1,1,1,40,1,0
651,-100,1,7476,1,1,1,50,3,1
652,100,1,1922,1,1,1,37,1,0
653,-100,1,2303,1,1,1,45,2,0
654,100,0,8086,2,1,1,42,3,0
655,0,0,2346,1,1,1,35,2,1
656,-100,1,3973,1,0,1,22,2,1
657,100,1,888,1,1,1,41,1,0
658,0,1,10222,0,1,1,37,2,1
659,100,1,4221,1,1,0,28,2,1
660,100,0,6361,1,1,1,41,2,1
661,200,1,1297,1,1,1,23,2,1
662,-100,1,900,0,1,1,23,2,0
663,0,1,2241,1,1,1,50,2,1
664,100,0,1050,1,0,1,35,3,1
665,200,0,1047,1,1,0,50,1,1
666,0,0,6314,1,0,1,27,3,1
667,100,1,3496,4,1,1,34,2,1
668,0,1,3609,1,1,0,27,2,1
669,-100,0,4843,1,1,1,43,2,0
670,200,0,3017,1,1,1,47,2,1
671,0,0,4139,2,1,1,27,1,1
672,0,1,5742,2,1,1,31,2,1
673,0,1,10366,1,1,1,42,3,1
674,0,0,2080,3,1,1,24,2,1
675,0,0,2580,3,1,1,41,1,0
676,0,0,4530,1,1,0,26,3,1
677,0,0,5150,1,1,1,33,2,1
678,100,1,5595,2,1,1,24,2,0
679,-100,1,2384,1,1,1,64,1,1
680,0,1,1453,1,1,0,26,2,1
681,0,1,1538,1,1,0,56,2,1
682,0,1,2279,0,1,1,37,2,1
683,0,0,1478,1,1,1,33,2,1
684,0,0,5103,1,1,1,47,2,1
685,100,0,9857,2,1,1,31,1,1
686,0,1,6527,0,1,1,34,2,1
687,200,0,1347,0,1,1,27,2,1
688,100,0,2862,2,1,1,30,2,1
689,0,1,2753,2,1,1,35,2,1
690,-100,1,3651,4,1,1,31,2,1
691,-100,0,975,1,1,1,25,2,1
692,100,1,2631,2,1,0,25,1,1
693,100,1,2896,2,1,1,29,2,1
694,-100,0,4716,0,1,1,44,1,1
695,0,1,2284,1,1,1,28,2,1
696,0,1,1236,3,1,1,50,2,1
697,100,1,1103,1,1,1,29,2,1
698,0,0,926,1,0,0,38,0,1
699,0,0,1800,1,1,1,24,2,1
700,200,1,1905,1,1,1,40,3,1
701,0,1,1123,3,1,0,29,1,0
702,-100,0,6331,1,1,1,46,2,0
703,200,1,1377,2,1,0,47,2,1
704,100,0,2503,2,1,1,41,2,1
705,100,1,2528,1,1,0,32,2,1
706,0,1,5324,3,1,0,35,2,1
707,100,1,6560,2,1,1,24,2,0
708,100,1,2969,1,1,0,25,2,0
709,100,1,1206,1,1,0,25,2,1
710,100,1,2118,1,1,1,37,1,1
711,0,0,629,3,1,1,32,3,1
712,-100,1,1198,1,1,0,35,2,0
713,0,1,2476,0,1,1,46,3,1
714,-100,0,1138,1,1,1,25,1,1
715,100,1,14027,1,1,1,27,3,0
716,0,0,7596,0,1,1,63,2,1
717,0,0,3077,0,1,1,40,2,1
718,0,1,1505,1,1,1,32,3,1
719,200,0,3148,0,1,1,31,2,1
720,100,1,6148,2,1,1,31,2,1
721,200,1,1337,1,1,1,34,3,0
722,100,1,433,4,1,0,24,2,0
723,-100,1,1228,1,1,0,24,1,0
724,100,1,790,3,1,0,66,1,1
725,0,1,2570,1,1,0,21,2,0
726,0,0,250,4,1,0,41,1,1
727,0,0,1316,3,1,1,47,1,1
728,-100,1,1882,1,1,0,25,2,0
729,100,1,6416,1,1,0,59,2,0
730,200,0,1275,4,1,1,36,2,1
731,100,0,6403,1,1,1,33,2,1
732,-100,1,1987,1,1,1,21,1,0
733,100,1,760,1,1,0,44,1,1
734,0,1,2603,4,1,0,28,2,1
735,0,0,3380,1,1,0,37,2,1
736,100,1,3990,0,1,0,29,0,1
737,100,1,11560,1,1,0,23,3,0
738,-100,1,4380,2,1,1,35,1,1
739,0,0,6761,1,1,1,45,3,1
740,100,1,4280,2,1,0,26,1,0
741,-100,1,2325,2,1,1,32,2,1
742,100,1,1048,1,1,1,23,1,1
743,0,1,3160,0,1,1,41,2,1
744,-100,1,2483,3,1,1,22,2,1
745,-100,0,14179,0,1,1,30,3,1
746,-100,0,1797,1,1,1,28,1,1
747,-100,1,2511,1,0,0,23,2,1
748,-100,1,1274,1,1,0,37,1,0
749,0,1,5248,0,1,1,26,2,1
750,0,1,3029,1,1,1,33,2,1
751,-100,1,428,1,1,0,49,2,1
752,-100,1,976,1,1,0,23,1,0
753,100,1,841,2,1,0,23,1,1
754,0,0,5771,1,1,0,25,2,1
755,0,0,1555,4,1,1,55,2,0
756,-100,1,1285,0,1,0,32,2,0
757,200,0,1299,1,1,1,74,0,1
758,200,0,1271,0,1,1,39,2,0
759,0,1,1393,1,1,1,31,2,1
760,-100,0,691,1,1,1,35,2,0
761,0,0,5045,0,1,0,59,2,1
762,-100,0,2124,1,1,0,24,2,0
763,-100,1,2214,1,1,1,24,1,1
764,0,0,12680,0,1,1,30,3,0
765,0,0,2463,2,1,1,27,2,1
766,100,1,1155,1,1,1,40,1,1
767,-100,1,3108,1,1,1,31,1,0
768,0,1,2901,0,1,0,31,2,1
769,100,0,3617,1,1,1,28,2,1
770,0,0,1655,1,1,1,63,1,1
771,-100,1,2812,0,1,0,26,2,1
772,-100,0,8065,1,1,0,25,3,0
773,0,0,3275,1,1,1,36,3,1
774,0,0,2223,2,1,1,52,2,1
775,200,0,1480,3,0,1,66,0,1
776,-100,1,1371,0,1,0,25,2,0
777,0,0,3535,1,1,1,37,2,1
778,-100,1,3509,1,1,0,25,2,1
779,0,0,5711,4,1,1,38,3,1
780,100,1,3872,1,0,0,67,2,1
781,100,0,4933,1,1,1,25,2,0
782,0,0,1940,4,1,1,60,2,1
783,100,1,1410,1,1,1,31,1,1
784,100,1,836,2,1,0,23,1,0
785,100,1,6468,0,0,1,60,3,1
786,100,1,1941,4,1,1,35,1,1
787,0,1,2675,3,1,1,40,2,1
788,0,0,2751,0,1,1,38,2,1
789,100,0,6224,1,1,1,50,2,0
790,-100,0,5998,1,1,1,27,2,0
791,100,1,1188,1,1,0,39,2,0
792,0,1,6313,0,1,1,41,3,1
793,0,0,1221,0,1,1,27,2,1
794,200,1,2892,1,1,1,51,2,1
795,0,1,3062,3,1,1,32,2,1
796,0,1,2301,2,1,0,22,2,1
797,-100,1,7511,0,1,1,51,2,0
798,0,0,1258,1,1,0,22,1,1
799,0,0,717,0,1,1,54,2,1
800,100,1,1549,0,1,1,35,0,1
801,0,0,1597,1,1,1,54,2,1
802,100,0,1795,1,1,0,48,1,1
803,-100,0,4272,1,1,0,24,2,1
804,0,0,976,0,1,1,35,2,1
805,100,1,7472,0,0,0,24,0,1
806,-100,1,9271,1,1,1,24,2,0
807,100,1,590,1,1,1,26,1,1
808,0,0,930,0,1,1,65,2,1
809,100,1,9283,1,0,1,55,3,1
810,100,1,1778,1,1,0,26,0,0
811,100,1,907,1,1,1,26,2,1
812,100,1,484,1,1,1,28,1,1
813,-100,0,9629,1,1,1,24,2,0
814,-100,1,3051,1,1,1,54,2,0
815,-100,1,3931,1,1,1,46,2,0
816,100,0,7432,1,1,0,54,2,1
817,0,1,1338,3,1,1,62,2,1
818,0,0,1554,1,1,0,24,2,1
819,-100,1,15857,1,0,1,43,3,1
820,-100,1,1345,1,1,1,26,2,0
821,0,1,1101,1,1,1,27,2,1
822,200,1,3016,1,1,1,24,2,1
823,-100,1,2712,1,1,1,41,2,0
824,-100,0,731,1,1,1,47,1,1
825,0,0,3780,1,1,1,35,3,1
826,-100,0,1602,1,1,1,30,2,1
827,-100,0,3966,1,1,0,33,2,0
828,0,1,4165,1,1,1,36,2,0
829,-100,1,8335,0,1,1,47,2,0
830,100,0,6681,0,1,1,38,2,1
831,0,0,2375,3,1,1,44,2,1
832,-100,1,1216,1,1,0,23,2,0
833,-100,1,11816,1,1,1,29,2,0
834,100,1,5084,0,1,0,42,2,1
835,200,1,2327,1,1,0,25,1,0
836,-100,1,1082,1,1,1,48,2,0
837,0,1,886,0,1,0,21,2,1
838,0,1,601,1,1,0,23,1,1
839,-100,0,2957,1,1,1,63,2,1
840,0,0,2611,1,1,1,46,2,1
841,-100,1,5179,1,1,1,29,2,0
842,0,0,2993,1,1,1,28,1,1
843,0,1,1943,1,1,0,23,2,0
844,0,1,1559,1,1,1,50,2,1
845,0,1,3422,1,1,1,47,2,1
846,100,1,3976,0,1,1,35,2,1
847,0,1,6761,0,1,1,68,2,0
848,0,1,1249,1,1,1,28,2,1
849,-100,1,1364,1,1,1,59,2,1
850,-100,1,709,1,1,1,57,1,0
851,-100,0,2235,1,1,1,33,2,0
852,0,0,4042,0,1,1,43,2,1
853,0,0,1471,1,1,1,35,2,1
854,-100,1,1442,1,1,1,32,1,0
855,0,0,10875,1,1,1,45,2,1
856,0,1,1474,2,1,1,33,2,1
857,0,1,894,0,1,0,40,2,1
858,0,0,3343,1,1,1,28,2,1
859,-100,1,3959,1,1,0,29,2,0
860,0,1,3577,2,1,1,26,2,1
861,0,0,5804,4,1,1,27,2,1
862,0,0,2169,1,1,1,28,2,0
863,-100,1,2439,1,1,0,35,2,0
864,0,0,4526,4,1,1,32,1,1
865,0,1,2210,1,1,1,25,1,0
866,0,1,2221,3,1,0,20,2,1
867,-100,1,2389,1,1,0,27,2,1
868,0,0,3331,1,1,1,42,2,1
869,0,1,7409,0,1,1,37,2,1
870,-100,1,652,1,1,0,24,2,1
871,0,0,7678,3,1,0,40,2,1
872,200,0,1343,1,1,1,46,2,1
873,-100,0,1382,2,1,1,26,2,1
874,0,1,874,0,1,0,24,2,1
875,-100,1,3590,1,1,1,29,1,1
876,100,0,1322,4,1,0,40,2,1
877,-100,1,1940,1,1,1,36,3,1
878,0,1,3595,1,1,1,28,2,1
879,-100,1,1422,1,1,1,27,3,0
880,0,0,6742,0,1,1,36,2,1
881,0,1,7814,1,1,1,38,3,1
882,0,1,9277,0,1,1,48,2,1
883,100,0,2181,0,1,1,36,2,1
884,0,0,1098,1,0,0,65,0,1
885,100,1,4057,1,1,1,43,2,0
886,-100,1,795,1,1,0,53,2,0
887,100,0,2825,0,1,1,34,2,1
888,100,1,15672,1,1,1,23,2,0
889,0,0,6614,1,1,1,34,3,1
890,0,1,7824,0,1,1,40,2,1
891,-100,0,2442,1,1,1,43,3,1
892,0,0,1829,1,1,1,46,2,1
893,-100,0,2171,1,1,1,38,1,1
894,100,0,5800,1,1,1,34,2,1
895,0,0,1169,0,1,1,29,2,1
896,0,0,8947,0,1,1,31,3,1
897,-100,1,2606,1,1,0,28,3,1
898,0,0,1592,4,1,0,35,2,1
899,0,1,2186,0,1,0,33,1,1
900,-100,1,4153,1,1,1,42,2,0
901,-100,0,2625,1,1,1,43,2,0
902,0,0,3485,0,1,1,44,2,1
903,0,0,10477,0,1,1,42,2,1
904,0,1,1386,0,1,1,40,2,1
905,0,1,1278,1,1,1,36,3,1
906,-100,1,1107,1,1,1,20,3,1
907,-100,1,3763,0,1,1,24,1,1
908,100,1,3711,0,1,1,27,2,1
909,0,0,3594,1,1,0,46,1,1
910,100,1,3195,0,1,0,33,1,1
911,0,0,4454,1,1,0,34,2,1
912,100,0,4736,1,1,0,25,1,0
913,100,1,2991,0,1,0,25,2,1
914,0,1,2142,4,1,1,28,2,1
915,-100,1,3161,1,1,1,31,2,0
916,100,1,18424,1,1,0,32,3,0
917,0,1,2848,2,1,1,32,2,1
918,-100,1,14896,1,1,1,68,3,0
919,-100,1,2359,2,0,1,33,2,0
920,-100,1,3345,1,1,1,39,3,0
921,0,0,1817,1,1,0,28,2,1
922,0,0,12749,3,1,1,37,3,1
923,-100,1,1366,1,1,0,22,2,0
924,100,1,2002,1,1,1,30,2,1
925,-100,1,6872,1,1,1,55,2,0
926,-100,1,697,1,1,1,46,2,0
927,-100,0,1049,1,1,0,21,2,1
928,-100,1,10297,1,1,1,39,2,0
929,0,1,1867,0,1,1,58,2,1
930,-100,0,1344,1,1,1,43,1,1
931,-100,1,1747,1,1,1,24,1,1
932,100,1,1670,1,1,0,22,2,0
933,0,0,1224,1,1,1,30,2,1
934,0,0,522,3,1,1,42,2,1
935,-100,1,1498,1,1,0,23,2,1
936,100,0,1919,2,1,1,30,3,0
937,200,1,745,1,1,0,28,1,0
938,100,1,2063,1,1,1,30,3,1
939,100,1,6288,1,1,1,42,2,0
940,0,0,6842,0,1,1,46,3,1
941,0,1,3527,0,1,1,45,3,1
942,0,1,1546,1,1,1,31,1,1
943,0,1,929,0,1,1,31,2,1
944,0,0,1455,1,1,1,42,1,1
945,-100,1,1845,1,1,0,46,2,1
946,100,1,8358,3,1,0,30,2,1
947,-100,1,3349,3,1,1,30,2,0
948,0,1,2859,0,0,1,38,3,1
949,0,1,1533,1,1,1,43,1,0
950,0,1,3621,2,1,1,31,2,0
951,100,0,3590,1,0,1,40,0,1
952,-100,0,2145,1,1,1,24,2,0
953,100,1,4113,3,1,0,28,2,0
954,0,1,10974,1,0,0,26,3,0
955,-100,1,1893,1,1,0,29,2,1
956,-100,0,1231,4,1,0,57,3,1
957,200,0,3656,0,1,1,49,1,1
958,100,0,1154,1,1,1,37,1,1
959,-100,1,4006,1,1,1,45,1,0
960,100,1,3069,2,1,1,30,2,1
961,0,0,1740,1,1,1,30,2,1
962,100,0,2353,1,1,1,47,2,1
963,0,1,3556,0,1,1,29,2,1
964,0,1,2397,3,1,1,35,2,0
965,100,1,454,1,1,1,22,1,1
966,100,1,1715,0,1,0,26,2,1
967,100,0,2520,3,1,1,23,1,0
968,0,1,3568,1,1,0,54,3,1
969,0,1,7166,0,1,1,29,2,1
970,-100,0,3939,1,1,1,40,1,1
971,100,1,1514,2,1,1,22,2,1
972,0,1,7393,1,1,1,43,1,1
973,-100,1,1193,1,0,0,29,0,0
974,-100,1,7297,1,1,1,36,2,0
975,0,0,2831,1,1,0,33,2,1
976,200,1,1258,3,1,0,57,1,1
977,100,1,753,1,1,0,64,2,1
978,100,0,2427,0,1,1,42,2,1
979,0,0,2538,1,1,1,47,1,0
980,100,1,1264,2,1,1,25,2,0
981,100,0,8386,1,1,1,49,2,0
982,0,1,4844,1,0,1,33,3,0
983,200,1,2923,2,1,0,28,3,1
984,-100,1,8229,1,1,1,26,2,0
985,0,0,2028,1,1,1,30,1,1
986,-100,0,1433,1,1,0,25,2,1
987,200,1,6289,1,1,1,33,2,1
988,0,1,1409,2,0,0,64,2,1
989,-100,1,6579,1,0,1,29,3,1
990,100,0,1743,1,1,1,48,1,1
991,0,0,3565,0,1,1,37,1,1
992,0,1,1569,2,1,1,34,1,1
993,-100,1,1936,0,1,1,23,1,1
994,-100,1,3959,1,0,1,30,3,1
995,0,1,2390,0,1,1,50,2,1
996,0,1,1736,1,1,0,31,1,1
997,-100,1,3857,1,1,1,40,3,1
998,0,1,804,1,1,1,38,2,1
999,-100,1,1845,1,1,1,23,2,0
1000,100,0,4576,2,0,1,27,2,1
