@relation credit-g-attr10cleanednominalbinary

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Class numeric

@data
728,0,1,1882,1,1,0,25,0
729,1,1,6416,1,1,0,59,0
730,1,0,1275,1,1,1,36,1
731,1,0,6403,1,1,1,33,1
732,0,1,1987,1,1,1,21,0
733,1,1,760,1,1,0,44,1
734,0,1,2603,1,1,0,28,1
735,0,0,3380,1,1,0,37,1
736,1,1,3990,0,1,0,29,1
737,1,1,11560,1,1,0,23,0
738,0,1,4380,1,1,1,35,1
739,0,0,6761,1,1,1,45,1
740,1,1,4280,1,1,0,26,0
741,0,1,2325,1,1,1,32,1
742,1,1,1048,1,1,1,23,1
743,0,1,3160,0,1,1,41,1
744,0,1,2483,1,1,1,22,1
745,0,0,14179,0,1,1,30,1
746,0,0,1797,1,1,1,28,1
747,0,1,2511,1,0,0,23,1
748,0,1,1274,1,1,0,37,0
749,0,1,5248,0,1,1,26,1
750,0,1,3029,1,1,1,33,1
751,0,1,428,1,1,0,49,1
752,0,1,976,1,1,0,23,0
753,1,1,841,1,1,0,23,1
754,0,0,5771,1,1,0,25,1
755,0,0,1555,1,1,1,55,0
756,0,1,1285,0,1,0,32,0
757,1,0,1299,1,1,1,74,1
758,1,0,1271,0,1,1,39,0
759,0,1,1393,1,1,1,31,1
760,0,0,691,1,1,1,35,0
761,0,0,5045,0,1,0,59,1
762,0,0,2124,1,1,0,24,0
763,0,1,2214,1,1,1,24,1
764,0,0,12680,0,1,1,30,0
765,0,0,2463,1,1,1,27,1
766,1,1,1155,1,1,1,40,1
767,0,1,3108,1,1,1,31,0
768,0,1,2901,0,1,0,31,1
769,1,0,3617,1,1,1,28,1
770,0,0,1655,1,1,1,63,1
771,0,1,2812,0,1,0,26,1
772,0,0,8065,1,1,0,25,0
773,0,0,3275,1,1,1,36,1
774,0,0,2223,1,1,1,52,1
775,1,0,1480,1,0,1,66,1
776,0,1,1371,0,1,0,25,0
777,0,0,3535,1,1,1,37,1
778,0,1,3509,1,1,0,25,1
779,0,0,5711,1,1,1,38,1
780,1,1,3872,1,0,0,67,1
781,1,0,4933,1,1,1,25,0
782,0,0,1940,1,1,1,60,1
783,1,1,1410,1,1,1,31,1
784,1,1,836,1,1,0,23,0
785,1,1,6468,0,0,1,60,1
786,1,1,1941,1,1,1,35,1
787,0,1,2675,1,1,1,40,1
788,0,0,2751,0,1,1,38,1
789,1,0,6224,1,1,1,50,0
790,0,0,5998,1,1,1,27,0
791,1,1,1188,1,1,0,39,0
792,0,1,6313,0,1,1,41,1
793,0,0,1221,0,1,1,27,1
794,1,1,2892,1,1,1,51,1
795,0,1,3062,1,1,1,32,1
796,0,1,2301,1,1,0,22,1
797,0,1,7511,0,1,1,51,0
798,0,0,1258,1,1,0,22,1
799,0,0,717,0,1,1,54,1
800,1,1,1549,0,1,1,35,1
801,0,0,1597,1,1,1,54,1
802,1,0,1795,1,1,0,48,1
803,0,0,4272,1,1,0,24,1
804,0,0,976,0,1,1,35,1
805,1,1,7472,0,0,0,24,1
806,0,1,9271,1,1,1,24,0
807,1,1,590,1,1,1,26,1
808,0,0,930,0,1,1,65,1
809,1,1,9283,1,0,1,55,1
810,1,1,1778,1,1,0,26,0
811,1,1,907,1,1,1,26,1
812,1,1,484,1,1,1,28,1
813,0,0,9629,1,1,1,24,0
814,0,1,3051,1,1,1,54,0
815,0,1,3931,1,1,1,46,0
816,1,0,7432,1,1,0,54,1
817,0,1,1338,1,1,1,62,1
818,0,0,1554,1,1,0,24,1
819,0,1,15857,1,0,1,43,1
820,0,1,1345,1,1,1,26,0
821,0,1,1101,1,1,1,27,1
822,1,1,3016,1,1,1,24,1
823,0,1,2712,1,1,1,41,0
824,0,0,731,1,1,1,47,1
825,0,0,3780,1,1,1,35,1
826,0,0,1602,1,1,1,30,1
827,0,0,3966,1,1,0,33,0
828,0,1,4165,1,1,1,36,0
829,0,1,8335,0,1,1,47,0
830,1,0,6681,0,1,1,38,1
831,0,0,2375,1,1,1,44,1
832,0,1,1216,1,1,0,23,0
833,0,1,11816,1,1,1,29,0
834,1,1,5084,0,1,0,42,1
835,1,1,2327,1,1,0,25,0
836,0,1,1082,1,1,1,48,0
837,0,1,886,0,1,0,21,1
838,0,1,601,1,1,0,23,1
839,0,0,2957,1,1,1,63,1
840,0,0,2611,1,1,1,46,1
841,0,1,5179,1,1,1,29,0
842,0,0,2993,1,1,1,28,1
843,0,1,1943,1,1,0,23,0
844,0,1,1559,1,1,1,50,1
845,0,1,3422,1,1,1,47,1
846,1,1,3976,0,1,1,35,1
847,0,1,6761,0,1,1,68,0
848,0,1,1249,1,1,1,28,1
849,0,1,1364,1,1,1,59,1
850,0,1,709,1,1,1,57,0
851,0,0,2235,1,1,1,33,0
852,0,0,4042,0,1,1,43,1
853,0,0,1471,1,1,1,35,1
854,0,1,1442,1,1,1,32,0
855,0,0,10875,1,1,1,45,1
856,0,1,1474,1,1,1,33,1
857,0,1,894,0,1,0,40,1
858,0,0,3343,1,1,1,28,1
859,0,1,3959,1,1,0,29,0
860,0,1,3577,1,1,1,26,1
861,0,0,5804,1,1,1,27,1
862,0,0,2169,1,1,1,28,0
863,0,1,2439,1,1,0,35,0
864,0,0,4526,1,1,1,32,1
865,0,1,2210,1,1,1,25,0
866,0,1,2221,1,1,0,20,1
867,0,1,2389,1,1,0,27,1
868,0,0,3331,1,1,1,42,1
869,0,1,7409,0,1,1,37,1
870,0,1,652,1,1,0,24,1
871,0,0,7678,1,1,0,40,1
872,1,0,1343,1,1,1,46,1
873,0,0,1382,1,1,1,26,1
874,0,1,874,0,1,0,24,1
875,0,1,3590,1,1,1,29,1
876,1,0,1322,1,1,0,40,1
877,0,1,1940,1,1,1,36,1
878,0,1,3595,1,1,1,28,1
879,0,1,1422,1,1,1,27,0
880,0,0,6742,0,1,1,36,1
881,0,1,7814,1,1,1,38,1
882,0,1,9277,0,1,1,48,1
883,1,0,2181,0,1,1,36,1
884,0,0,1098,1,0,0,65,1
885,1,1,4057,1,1,1,43,0
886,0,1,795,1,1,0,53,0
887,1,0,2825,0,1,1,34,1
888,1,1,15672,1,1,1,23,0
889,0,0,6614,1,1,1,34,1
890,0,1,7824,0,1,1,40,1
891,0,0,2442,1,1,1,43,1
892,0,0,1829,1,1,1,46,1
893,0,0,2171,1,1,1,38,1
894,1,0,5800,1,1,1,34,1
895,0,0,1169,0,1,1,29,1
896,0,0,8947,0,1,1,31,1
897,0,1,2606,1,1,0,28,1
898,0,0,1592,1,1,0,35,1
899,0,1,2186,0,1,0,33,1
900,0,1,4153,1,1,1,42,0
901,0,0,2625,1,1,1,43,0
902,0,0,3485,0,1,1,44,1
903,0,0,10477,0,1,1,42,1
904,0,1,1386,0,1,1,40,1
905,0,1,1278,1,1,1,36,1
906,0,1,1107,1,1,1,20,1
907,0,1,3763,0,1,1,24,1
908,1,1,3711,0,1,1,27,1
909,0,0,3594,1,1,0,46,1
910,1,1,3195,0,1,0,33,1
911,0,0,4454,1,1,0,34,1
912,1,0,4736,1,1,0,25,0
913,1,1,2991,0,1,0,25,1
914,0,1,2142,1,1,1,28,1
915,0,1,3161,1,1,1,31,0
916,1,1,18424,1,1,0,32,0
917,0,1,2848,1,1,1,32,1
918,0,1,14896,1,1,1,68,0
919,0,1,2359,1,0,1,33,0
920,0,1,3345,1,1,1,39,0
921,0,0,1817,1,1,0,28,1
922,0,0,12749,1,1,1,37,1
923,0,1,1366,1,1,0,22,0
924,1,1,2002,1,1,1,30,1
925,0,1,6872,1,1,1,55,0
926,0,1,697,1,1,1,46,0
927,0,0,1049,1,1,0,21,1
928,0,1,10297,1,1,1,39,0
929,0,1,1867,0,1,1,58,1
930,0,0,1344,1,1,1,43,1
931,0,1,1747,1,1,1,24,1
932,1,1,1670,1,1,0,22,0
933,0,0,1224,1,1,1,30,1
934,0,0,522,1,1,1,42,1
935,0,1,1498,1,1,0,23,1
936,1,0,1919,1,1,1,30,0
937,1,1,745,1,1,0,28,0
938,1,1,2063,1,1,1,30,1
939,1,1,6288,1,1,1,42,0
940,0,0,6842,0,1,1,46,1
941,0,1,3527,0,1,1,45,1
942,0,1,1546,1,1,1,31,1
943,0,1,929,0,1,1,31,1
944,0,0,1455,1,1,1,42,1
945,0,1,1845,1,1,0,46,1
946,1,1,8358,1,1,0,30,1
947,0,1,3349,1,1,1,30,0
948,0,1,2859,0,0,1,38,1
949,0,1,1533,1,1,1,43,0
950,0,1,3621,1,1,1,31,0
951,1,0,3590,1,0,1,40,1
952,0,0,2145,1,1,1,24,0
953,1,1,4113,1,1,0,28,0
954,0,1,10974,1,0,0,26,0
955,0,1,1893,1,1,0,29,1
956,0,0,1231,1,1,0,57,1
957,1,0,3656,0,1,1,49,1
958,1,0,1154,1,1,1,37,1
959,0,1,4006,1,1,1,45,0
960,1,1,3069,1,1,1,30,1
961,0,0,1740,1,1,1,30,1
962,1,0,2353,1,1,1,47,1
963,0,1,3556,0,1,1,29,1
964,0,1,2397,1,1,1,35,0
965,1,1,454,1,1,1,22,1
966,1,1,1715,0,1,0,26,1
967,1,0,2520,1,1,1,23,0
968,0,1,3568,1,1,0,54,1
969,0,1,7166,0,1,1,29,1
970,0,0,3939,1,1,1,40,1
971,1,1,1514,1,1,1,22,1
972,0,1,7393,1,1,1,43,1
973,0,1,1193,1,0,0,29,0
974,0,1,7297,1,1,1,36,0
975,0,0,2831,1,1,0,33,1
976,1,1,1258,1,1,0,57,1
977,1,1,753,1,1,0,64,1
978,1,0,2427,0,1,1,42,1
979,0,0,2538,1,1,1,47,0
980,1,1,1264,1,1,1,25,0
981,1,0,8386,1,1,1,49,0
982,0,1,4844,1,0,1,33,0
983,1,1,2923,1,1,0,28,1
984,0,1,8229,1,1,1,26,0
985,0,0,2028,1,1,1,30,1
986,0,0,1433,1,1,0,25,1
987,1,1,6289,1,1,1,33,1
988,0,1,1409,1,0,0,64,1
989,0,1,6579,1,0,1,29,1
990,1,0,1743,1,1,1,48,1
991,0,0,3565,0,1,1,37,1
992,0,1,1569,1,1,1,34,1
993,0,1,1936,0,1,1,23,1
994,0,1,3959,1,0,1,30,1
995,0,1,2390,0,1,1,50,1
996,0,1,1736,1,1,0,31,1
997,0,1,3857,1,1,1,40,1
998,0,1,804,1,1,1,38,1
999,0,1,1845,1,1,1,23,0
1000,1,0,4576,1,0,1,27,1
