@relation 'Copy of credit-g-attr10cleaned2numeric2'

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Class numeric

@data
662,-1,1,900,-1,1,1,23,-1
663,-1,1,2241,1,1,1,50,1
664,1,-1,1050,1,-1,1,35,1
665,1,-1,1047,1,1,-1,50,1
666,-1,-1,6314,1,-1,1,27,1
667,1,1,3496,1,1,1,34,1
668,-1,1,3609,1,1,-1,27,1
669,-1,-1,4843,1,1,1,43,-1
670,1,-1,3017,1,1,1,47,1
671,-1,-1,4139,1,1,1,27,1
672,-1,1,5742,1,1,1,31,1
673,-1,1,10366,1,1,1,42,1
674,-1,-1,2080,1,1,1,24,1
675,-1,-1,2580,1,1,1,41,-1
676,-1,-1,4530,1,1,-1,26,1
677,-1,-1,5150,1,1,1,33,1
678,1,1,5595,1,1,1,24,-1
679,-1,1,2384,1,1,1,64,1
680,-1,1,1453,1,1,-1,26,1
681,-1,1,1538,1,1,-1,56,1
682,-1,1,2279,-1,1,1,37,1
683,-1,-1,1478,1,1,1,33,1
684,-1,-1,5103,1,1,1,47,1
685,1,-1,9857,1,1,1,31,1
686,-1,1,6527,-1,1,1,34,1
687,1,-1,1347,-1,1,1,27,1
688,1,-1,2862,1,1,1,30,1
689,-1,1,2753,1,1,1,35,1
690,-1,1,3651,1,1,1,31,1
691,-1,-1,975,1,1,1,25,1
692,1,1,2631,1,1,-1,25,1
693,1,1,2896,1,1,1,29,1
694,-1,-1,4716,-1,1,1,44,1
695,-1,1,2284,1,1,1,28,1
696,-1,1,1236,1,1,1,50,1
697,1,1,1103,1,1,1,29,1
698,-1,-1,926,1,-1,-1,38,1
699,-1,-1,1800,1,1,1,24,1
700,1,1,1905,1,1,1,40,1
701,-1,1,1123,1,1,-1,29,-1
702,-1,-1,6331,1,1,1,46,-1
703,1,1,1377,1,1,-1,47,1
704,1,-1,2503,1,1,1,41,1
705,1,1,2528,1,1,-1,32,1
706,-1,1,5324,1,1,-1,35,1
707,1,1,6560,1,1,1,24,-1
708,1,1,2969,1,1,-1,25,-1
709,1,1,1206,1,1,-1,25,1
710,1,1,2118,1,1,1,37,1
711,-1,-1,629,1,1,1,32,1
712,-1,1,1198,1,1,-1,35,-1
713,-1,1,2476,-1,1,1,46,1
714,-1,-1,1138,1,1,1,25,1
715,1,1,14027,1,1,1,27,-1
716,-1,-1,7596,-1,1,1,63,1
717,-1,-1,3077,-1,1,1,40,1
718,-1,1,1505,1,1,1,32,1
719,1,-1,3148,-1,1,1,31,1
720,1,1,6148,1,1,1,31,1
721,1,1,1337,1,1,1,34,-1
722,1,1,433,1,1,-1,24,-1
723,-1,1,1228,1,1,-1,24,-1
724,1,1,790,1,1,-1,66,1
725,-1,1,2570,1,1,-1,21,-1
726,-1,-1,250,1,1,-1,41,1
727,-1,-1,1316,1,1,1,47,1
728,-1,1,1882,1,1,-1,25,-1
729,1,1,6416,1,1,-1,59,-1
730,1,-1,1275,1,1,1,36,1
731,1,-1,6403,1,1,1,33,1
732,-1,1,1987,1,1,1,21,-1
733,1,1,760,1,1,-1,44,1
734,-1,1,2603,1,1,-1,28,1
735,-1,-1,3380,1,1,-1,37,1
736,1,1,3990,-1,1,-1,29,1
737,1,1,11560,1,1,-1,23,-1
738,-1,1,4380,1,1,1,35,1
739,-1,-1,6761,1,1,1,45,1
740,1,1,4280,1,1,-1,26,-1
741,-1,1,2325,1,1,1,32,1
742,1,1,1048,1,1,1,23,1
743,-1,1,3160,-1,1,1,41,1
744,-1,1,2483,1,1,1,22,1
745,-1,-1,14179,-1,1,1,30,1
746,-1,-1,1797,1,1,1,28,1
747,-1,1,2511,1,-1,-1,23,1
748,-1,1,1274,1,1,-1,37,-1
749,-1,1,5248,-1,1,1,26,1
750,-1,1,3029,1,1,1,33,1
751,-1,1,428,1,1,-1,49,1
752,-1,1,976,1,1,-1,23,-1
753,1,1,841,1,1,-1,23,1
754,-1,-1,5771,1,1,-1,25,1
755,-1,-1,1555,1,1,1,55,-1
756,-1,1,1285,-1,1,-1,32,-1
757,1,-1,1299,1,1,1,74,1
758,1,-1,1271,-1,1,1,39,-1
759,-1,1,1393,1,1,1,31,1
760,-1,-1,691,1,1,1,35,-1
761,-1,-1,5045,-1,1,-1,59,1
762,-1,-1,2124,1,1,-1,24,-1
763,-1,1,2214,1,1,1,24,1
764,-1,-1,12680,-1,1,1,30,-1
765,-1,-1,2463,1,1,1,27,1
766,1,1,1155,1,1,1,40,1
767,-1,1,3108,1,1,1,31,-1
768,-1,1,2901,-1,1,-1,31,1
769,1,-1,3617,1,1,1,28,1
770,-1,-1,1655,1,1,1,63,1
771,-1,1,2812,-1,1,-1,26,1
772,-1,-1,8065,1,1,-1,25,-1
773,-1,-1,3275,1,1,1,36,1
774,-1,-1,2223,1,1,1,52,1
775,1,-1,1480,1,-1,1,66,1
776,-1,1,1371,-1,1,-1,25,-1
777,-1,-1,3535,1,1,1,37,1
778,-1,1,3509,1,1,-1,25,1
779,-1,-1,5711,1,1,1,38,1
780,1,1,3872,1,-1,-1,67,1
781,1,-1,4933,1,1,1,25,-1
782,-1,-1,1940,1,1,1,60,1
783,1,1,1410,1,1,1,31,1
784,1,1,836,1,1,-1,23,-1
785,1,1,6468,-1,-1,1,60,1
786,1,1,1941,1,1,1,35,1
787,-1,1,2675,1,1,1,40,1
788,-1,-1,2751,-1,1,1,38,1
789,1,-1,6224,1,1,1,50,-1
790,-1,-1,5998,1,1,1,27,-1
791,1,1,1188,1,1,-1,39,-1
792,-1,1,6313,-1,1,1,41,1
793,-1,-1,1221,-1,1,1,27,1
794,1,1,2892,1,1,1,51,1
795,-1,1,3062,1,1,1,32,1
796,-1,1,2301,1,1,-1,22,1
797,-1,1,7511,-1,1,1,51,-1
798,-1,-1,1258,1,1,-1,22,1
799,-1,-1,717,-1,1,1,54,1
800,1,1,1549,-1,1,1,35,1
801,-1,-1,1597,1,1,1,54,1
802,1,-1,1795,1,1,-1,48,1
803,-1,-1,4272,1,1,-1,24,1
804,-1,-1,976,-1,1,1,35,1
805,1,1,7472,-1,-1,-1,24,1
806,-1,1,9271,1,1,1,24,-1
807,1,1,590,1,1,1,26,1
808,-1,-1,930,-1,1,1,65,1
809,1,1,9283,1,-1,1,55,1
810,1,1,1778,1,1,-1,26,-1
811,1,1,907,1,1,1,26,1
812,1,1,484,1,1,1,28,1
813,-1,-1,9629,1,1,1,24,-1
814,-1,1,3051,1,1,1,54,-1
815,-1,1,3931,1,1,1,46,-1
816,1,-1,7432,1,1,-1,54,1
817,-1,1,1338,1,1,1,62,1
818,-1,-1,1554,1,1,-1,24,1
819,-1,1,15857,1,-1,1,43,1
820,-1,1,1345,1,1,1,26,-1
821,-1,1,1101,1,1,1,27,1
822,1,1,3016,1,1,1,24,1
823,-1,1,2712,1,1,1,41,-1
824,-1,-1,731,1,1,1,47,1
825,-1,-1,3780,1,1,1,35,1
826,-1,-1,1602,1,1,1,30,1
827,-1,-1,3966,1,1,-1,33,-1
828,-1,1,4165,1,1,1,36,-1
829,-1,1,8335,-1,1,1,47,-1
830,1,-1,6681,-1,1,1,38,1
831,-1,-1,2375,1,1,1,44,1
832,-1,1,1216,1,1,-1,23,-1
833,-1,1,11816,1,1,1,29,-1
834,1,1,5084,-1,1,-1,42,1
835,1,1,2327,1,1,-1,25,-1
836,-1,1,1082,1,1,1,48,-1
837,-1,1,886,-1,1,-1,21,1
838,-1,1,601,1,1,-1,23,1
839,-1,-1,2957,1,1,1,63,1
840,-1,-1,2611,1,1,1,46,1
841,-1,1,5179,1,1,1,29,-1
842,-1,-1,2993,1,1,1,28,1
843,-1,1,1943,1,1,-1,23,-1
844,-1,1,1559,1,1,1,50,1
845,-1,1,3422,1,1,1,47,1
846,1,1,3976,-1,1,1,35,1
847,-1,1,6761,-1,1,1,68,-1
848,-1,1,1249,1,1,1,28,1
849,-1,1,1364,1,1,1,59,1
850,-1,1,709,1,1,1,57,-1
851,-1,-1,2235,1,1,1,33,-1
852,-1,-1,4042,-1,1,1,43,1
853,-1,-1,1471,1,1,1,35,1
854,-1,1,1442,1,1,1,32,-1
855,-1,-1,10875,1,1,1,45,1
856,-1,1,1474,1,1,1,33,1
857,-1,1,894,-1,1,-1,40,1
858,-1,-1,3343,1,1,1,28,1
859,-1,1,3959,1,1,-1,29,-1
860,-1,1,3577,1,1,1,26,1
861,-1,-1,5804,1,1,1,27,1
862,-1,-1,2169,1,1,1,28,-1
863,-1,1,2439,1,1,-1,35,-1
864,-1,-1,4526,1,1,1,32,1
865,-1,1,2210,1,1,1,25,-1
866,-1,1,2221,1,1,-1,20,1
867,-1,1,2389,1,1,-1,27,1
868,-1,-1,3331,1,1,1,42,1
869,-1,1,7409,-1,1,1,37,1
870,-1,1,652,1,1,-1,24,1
871,-1,-1,7678,1,1,-1,40,1
872,1,-1,1343,1,1,1,46,1
873,-1,-1,1382,1,1,1,26,1
874,-1,1,874,-1,1,-1,24,1
875,-1,1,3590,1,1,1,29,1
876,1,-1,1322,1,1,-1,40,1
877,-1,1,1940,1,1,1,36,1
878,-1,1,3595,1,1,1,28,1
879,-1,1,1422,1,1,1,27,-1
880,-1,-1,6742,-1,1,1,36,1
881,-1,1,7814,1,1,1,38,1
882,-1,1,9277,-1,1,1,48,1
883,1,-1,2181,-1,1,1,36,1
884,-1,-1,1098,1,-1,-1,65,1
885,1,1,4057,1,1,1,43,-1
886,-1,1,795,1,1,-1,53,-1
887,1,-1,2825,-1,1,1,34,1
888,1,1,15672,1,1,1,23,-1
889,-1,-1,6614,1,1,1,34,1
890,-1,1,7824,-1,1,1,40,1
891,-1,-1,2442,1,1,1,43,1
892,-1,-1,1829,1,1,1,46,1
893,-1,-1,2171,1,1,1,38,1
894,1,-1,5800,1,1,1,34,1
895,-1,-1,1169,-1,1,1,29,1
896,-1,-1,8947,-1,1,1,31,1
897,-1,1,2606,1,1,-1,28,1
898,-1,-1,1592,1,1,-1,35,1
899,-1,1,2186,-1,1,-1,33,1
900,-1,1,4153,1,1,1,42,-1
901,-1,-1,2625,1,1,1,43,-1
902,-1,-1,3485,-1,1,1,44,1
903,-1,-1,10477,-1,1,1,42,1
904,-1,1,1386,-1,1,1,40,1
905,-1,1,1278,1,1,1,36,1
906,-1,1,1107,1,1,1,20,1
907,-1,1,3763,-1,1,1,24,1
908,1,1,3711,-1,1,1,27,1
909,-1,-1,3594,1,1,-1,46,1
910,1,1,3195,-1,1,-1,33,1
911,-1,-1,4454,1,1,-1,34,1
912,1,-1,4736,1,1,-1,25,-1
913,1,1,2991,-1,1,-1,25,1
914,-1,1,2142,1,1,1,28,1
915,-1,1,3161,1,1,1,31,-1
916,1,1,18424,1,1,-1,32,-1
917,-1,1,2848,1,1,1,32,1
918,-1,1,14896,1,1,1,68,-1
919,-1,1,2359,1,-1,1,33,-1
920,-1,1,3345,1,1,1,39,-1
921,-1,-1,1817,1,1,-1,28,1
922,-1,-1,12749,1,1,1,37,1
923,-1,1,1366,1,1,-1,22,-1
924,1,1,2002,1,1,1,30,1
925,-1,1,6872,1,1,1,55,-1
926,-1,1,697,1,1,1,46,-1
927,-1,-1,1049,1,1,-1,21,1
928,-1,1,10297,1,1,1,39,-1
929,-1,1,1867,-1,1,1,58,1
930,-1,-1,1344,1,1,1,43,1
931,-1,1,1747,1,1,1,24,1
932,1,1,1670,1,1,-1,22,-1
933,-1,-1,1224,1,1,1,30,1
934,-1,-1,522,1,1,1,42,1
935,-1,1,1498,1,1,-1,23,1
936,1,-1,1919,1,1,1,30,-1
937,1,1,745,1,1,-1,28,-1
938,1,1,2063,1,1,1,30,1
939,1,1,6288,1,1,1,42,-1
940,-1,-1,6842,-1,1,1,46,1
941,-1,1,3527,-1,1,1,45,1
942,-1,1,1546,1,1,1,31,1
943,-1,1,929,-1,1,1,31,1
944,-1,-1,1455,1,1,1,42,1
945,-1,1,1845,1,1,-1,46,1
946,1,1,8358,1,1,-1,30,1
947,-1,1,3349,1,1,1,30,-1
948,-1,1,2859,-1,-1,1,38,1
949,-1,1,1533,1,1,1,43,-1
950,-1,1,3621,1,1,1,31,-1
951,1,-1,3590,1,-1,1,40,1
952,-1,-1,2145,1,1,1,24,-1
953,1,1,4113,1,1,-1,28,-1
954,-1,1,10974,1,-1,-1,26,-1
955,-1,1,1893,1,1,-1,29,1
956,-1,-1,1231,1,1,-1,57,1
957,1,-1,3656,-1,1,1,49,1
958,1,-1,1154,1,1,1,37,1
959,-1,1,4006,1,1,1,45,-1
960,1,1,3069,1,1,1,30,1
961,-1,-1,1740,1,1,1,30,1
962,1,-1,2353,1,1,1,47,1
963,-1,1,3556,-1,1,1,29,1
964,-1,1,2397,1,1,1,35,-1
965,1,1,454,1,1,1,22,1
966,1,1,1715,-1,1,-1,26,1
967,1,-1,2520,1,1,1,23,-1
968,-1,1,3568,1,1,-1,54,1
969,-1,1,7166,-1,1,1,29,1
970,-1,-1,3939,1,1,1,40,1
971,1,1,1514,1,1,1,22,1
972,-1,1,7393,1,1,1,43,1
973,-1,1,1193,1,-1,-1,29,-1
974,-1,1,7297,1,1,1,36,-1
975,-1,-1,2831,1,1,-1,33,1
976,1,1,1258,1,1,-1,57,1
977,1,1,753,1,1,-1,64,1
978,1,-1,2427,-1,1,1,42,1
979,-1,-1,2538,1,1,1,47,-1
980,1,1,1264,1,1,1,25,-1
981,1,-1,8386,1,1,1,49,-1
982,-1,1,4844,1,-1,1,33,-1
983,1,1,2923,1,1,-1,28,1
984,-1,1,8229,1,1,1,26,-1
985,-1,-1,2028,1,1,1,30,1
986,-1,-1,1433,1,1,-1,25,1
987,1,1,6289,1,1,1,33,1
988,-1,1,1409,1,-1,-1,64,1
989,-1,1,6579,1,-1,1,29,1
990,1,-1,1743,1,1,1,48,1
991,-1,-1,3565,-1,1,1,37,1
992,-1,1,1569,1,1,1,34,1
993,-1,1,1936,-1,1,1,23,1
994,-1,1,3959,1,-1,1,30,1
995,-1,1,2390,-1,1,1,50,1
996,-1,1,1736,1,1,-1,31,1
997,-1,1,3857,1,1,1,40,1
998,-1,1,804,1,1,1,38,1
999,-1,1,1845,1,1,1,23,-1
1000,1,-1,4576,1,-1,1,27,1
